"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"37589","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C62289","","","domain","A collection of logically related observations with a common, specific topic that are normally collected for all subjects in a clinical investigation. NOTE: The logic of the relationship may pertain to the scientific subject matter of the data or to its role in the trial. Example domains include laboratory test results (LB), adverse events (AE), concomitant medications (CM). [After SDTM Implementation Guide version 3.2, CDISC.org] See also general observation class.","C62289","","Domain"
"37590","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C42636","","","dosage form","Physical characteristics of a drug product, (e.g., tablet, capsule, or solution) that contains a drug substance, generally-but not necessarily-in association with one or more other ingredients. [21 CFR 314.3 and after IDMP]. See also drug product.","C42636","","Pharmaceutical Dosage Form"
"37591","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142516","","","dosage regimen","The number of doses per given time period; the elapsed time between doses (for example, every six hours) or the time that the doses are to be given (for example, at 8 a.m. and 4 p.m. daily); and/or the amount of a medicine (the number of capsules, for example) to be given at each specific dosing time. [from Center for advancement of Clinical Research]","C142516","","Dosage Regimen"
"37592","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C94394","","","dosage","The amount of drug administered to a patient or test subject over a period of time; a regulated time bound administration of individual doses. NOTE: For example, a daily dosage specified in a prescription or a clinical trial, such as one 100mg tablet taken 4 times per day. [After AMA Manual of style]","C94394","","Cumulative Dose"
"37593","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142517","","","dose strength","The strength of a drug product, which indicates the amount of each active ingredient in a single dose. For liquids, it is the proportion of each active substance to the volume of a liquid dosage form. [After FDA Glossary of Terms]","C142517","","dose strength"
"37594","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C25488","","","dose","Specified quantity of a medicine, to be taken at one time or at stated intervals. [ISO 11615:2012 Health Informatics]","C25488","","Dose"
"37595","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C15228","","","double-blind study","A study in which neither the subject nor the investigator nor the research team interacting with the subject or data during the trial knows what treatment a subject is receiving.","C15228","","Double Blind Study"
"37596","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142518","","","double-dummy","A technique for retaining the blind when administering supplies in a clinical trial, when the two treatments cannot be made identical. supplies are prepared for Treatment a (active and indistinguishable placebo) and for Treatment B (active and indistinguishable placebo). subjects then take two sets of treatment; either a (active) and B (placebo), or a (placebo) and B (active). [ICH E9]","C142518","","Double-Dummy"
"37597","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142445","","","dropout","A subject in a clinical trial who for any reason fails to continue in the trial until the last visit or observation required of him/her by the study protocol. [from ICH E9]","C142445","","Clinical Trial Dropout"
"37598","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142519","","","drug development process","The program for advancing an investigational product from preclinical studies through approval for marketing following review by regulatory agencies.","C142519","","Drug Development Process"
"37599","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C79370","","","drug distribution","In pharmacokinetics, the processes that control transfer of a drug from the site of measurement to its target and other tissues. See also ADME.","C79370","","Pharmacokinetics: Distribution"
"37600","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C459","","","drug product","A finished dosage form, for example, tablet, capsule, solution, etc., that contains an active drug ingredient generally, but not necessarily, in association with inactive ingredients. The term also includes a finished dosage form that does not contain an active ingredient but is intended to be used as a placebo. [21CFR210.3] See also medicinal product.","C459","","Medication"
"37601","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C1909","","","drug","Article other than food intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease; or intended to affect the structure or any function of the body. not a device or a component, part, or accessory of a device. [from FDA Glossary of Terms, CDER] See also medicinal product, active substance.","C1909","","Pharmacologic Substance"
"37602","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142520","","","dynamic HTML","Collective term for a combination of tags and options, style sheets, and programming that allows users to create web pages in hypertext Mark-up language (HTML) that are more responsive to user interaction than previous versions of HTML.","C142520","","Dynamic Hypertext Markup Language"
"37603","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C184387","","","early termination of trial","The premature end of a clinical trial due to any reason before the conditions specified in the protocol are complied with. [REGULATION (EU) No 536/2014 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 16 April 2014 on clinical trials on medicinal products for human use, and repealing Directive 2001/20/EC; ICH E6] See also termination (of a clinical trial).","C184387","premature termination of trial","Early Termination of Trial"
"37604","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142525","","","eCertified copy","A copy of an electronic record that is created through the application of a process validated to preserve the data and metadata of the original and where the validation of the process is certified by the dated signature of an authorized person. [CDISC, after EMA/INS/GCP/454280/2010 GCP Inspectors Working Group (GCP IWG) June 2010]","C142525","","Electronic Certified Copy"
"37605","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142526","","","eClinical trial","Clinical trial in which primarily electronic processes are used to plan, collect (acquire), access, exchange, and archive data required for conduct, management, analysis, and reporting of the trial. NOTE: FDA has recently drawn a distinction between studies and trials. Both words refer to systematic efforts to obtain evidence relevant to regulatory authorities, but, depending on regulatory context and particularly in the case of postmarketing commitments, a study might not be the appropriate word for a clinical trial (prospective, controlled, randomized), but should be reserved instead for surveillance, structured gathering of information, epidemiological studies, or even animal studies [Guidance for industry Postmarketing studies and Clinical Trials-implementation of section 505(o) of the Federal Food, Drug, and Cosmetic act]. See also clinical study, clinical trial.","C142526","eClinical investigation;eClinical study","Electronic Clinical Trial"
