"id","alt_label","definition","identifier","notation","pref_label","uri"
"5929","Dickkopf WNT Signaling Pathway Inhibitor 1;DKK-1;SK","A measurement of the dickkopf WNT signaling pathway inhibitor 1 in a biological specimen.","C165957","DKK1","Dickkopf WNT Signaling Path Inhibitor 1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C165957"
"5930","Dimethylglycine","A measurement of the dimethylglycine in a biological specimen.","C172519","DMG","Dimethylglycine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C172519"
"5931","Dimethyltryptamine;DMT;N,N-Dimethyltryptamine","A measurement of the N,N-dimethyltryptamine in a biological specimen.","C184536","DMTNN","N,N-Dimethyltryptamine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184536"
"5932","Deoxyribonucleic Acid","A measurement of a targeted deoxyribonucleic acid (DNA) in a biological specimen.","C135409","DNA","Deoxyribonucleic Acid Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C135409"
"5933","Anti-DNA Antibodies;Anti-ds-DNA Antibodies","A measurement of the anti-DNA antibodies in a biological specimen.","C81973","DNAAB","Anti-DNA Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81973"
"5934","Anti-Dnase B;DNase-B Antibody","A measurement of Dnase-B antibody in a biological specimen.","C100463","DNASEBAB","DNase-B Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100463"
"5935","(+)-Norpseudoephedrine;Cathine;D-Norpseudoephedrine","A measurement of the D-norpseudoephedrine in a biological specimen.","C174298","DNPSEPHD","D-Norpseudoephedrine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C174298"
"5936","Dohle Bodies","A measurement of the Dohle bodies (blue-gray, basophilic, leukocyte inclusions located in the peripheral cytoplasm of neutrophils) in a biological specimen.","C74610","DOHLE","Dohle Body Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74610"
"5937","3,4-Dihydroxyphenylacetic Acid","A measurement of the 3,4-dihydroxyphenylacetic acid in a biological specimen.","C103345","DOPAC","3,4-Dihydroxyphenylacetic Acid Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103345"
"5938","Dopamine Excretion Rate","A measurement of the amount of dopamine being excreted in a biological specimen over a defined amount of time (e.g. one hour).","C163429","DOPAMEXR","Dopamine Excretion Rate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C163429"
"5939","Dopamine","A measurement of the dopamine hormone in a biological specimen.","C74854","DOPAMINE","Dopamine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74854"
"5940","Desoxymethyltestosterone","A measurement of the desoxymethyltestosterone in a biological specimen.","C184582","DOXMTST","Desoxymethyltestosterone Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184582"
"5941","Deoxypyridinoline","A measurement of the deoxypyridinoline in a biological specimen.","C79443","DPD","Deoxypyridinoline Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C79443"
"5942","Deoxypyridinoline/Creatinine","A relative measurement (ratio or percentage) of the deoxypyridinoline to creatinine in a biological specimen.","C79444","DPDCREAT","Deoxypyridinoline to Creatinine Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C79444"
"5943","Diphenoxylate","A measurement of the diphenoxylate in a biological specimen.","C184569","DPHNOXLT","Diphenoxylate Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184569"
"5944","Dipipanone","A measurement of the dipipanone in a biological specimen.","C184540","DPIPANON","Dipipanone Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184540"
"5945","Dipeptidyl Peptidase-4","A measurement of the dipeptidyl peptidase-4 in a biological specimen.","C177992","DPPIV","Dipeptidyl Peptidase-4 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C177992"
"5946","Dromostanolone;Drostanolone;Medrosteron;Medrotestron;Metholone","A measurement of the drostanolone in a biological specimen.","C184583","DRSTNLN","Drostanolone Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184583"
"5947","Drug Screen","An indication of the presence or absence of recreational drugs or drugs of abuse in a biological specimen.","C78139","DRUGSCR","Drug Test","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C78139"
"5948","dRVVT Screen to Confirm Pct Difference;dRVVT Screen to Confirm Percent Difference","A measurement to confirm the presence of Lupus anticoagulants, calculated as [(Screen dRVVT - Confirm dRVVT)/Screen dRVVT]x100.","C161373","DRVTSCPD","dRVVT Screen to Confirm Percent Difference","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C161373"
"5949","Dilute Russell's Viper Venom Time;Lupus Anticoagulant Test","A measurement of the time it takes a plasma sample to clot after adding dilute Russell's viper venom.","C96696","DRVVT","Dilute Russell's Viper Venom Time Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C96696"
"5950","Dilute Russell's Viper Venom Time Ratio;Lupus Anticoagulant Ratio","A relative measurement of the dilute Russell's viper venom time in a subject sample to a control sample.","C103386","DRVVTRT","Dilute Russell's Viper Venom Time to Control Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103386"
"5951","DRVVT Screen to Confirm Ratio","A relative measurement (ratio) of the dilute Russell's viper venom time without the presence of excess phospholipid to the dRVVT in the presence of excess phospholipid.","C163430","DRVVTSCR","Dilute Russell's Viper Venom Time to Confirm Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C163430"
"5952","Desmoglein 1 Antibody","A measurement of the desmoglein 1 antibody in a biological specimen.","C122114","DSG1AB","Desmoglein 1 Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C122114"
"5953","Desmoglein 3 Antibody","A measurement of the desmoglein 3 antibody in a biological specimen.","C122115","DSG3AB","Desmoglein 3 Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C122115"
"5954","Desvenlafaxine;O-Desmethylvenlafaxine","A measurement of the desvenlafaxine present in a biological specimen.","C147333","DSVLFXN","Desvenlafaxine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147333"
"5955","DTPA Clearance","A measurement of the volume of serum or plasma that would be cleared of Diethylenetriamine pentaacetate (DTPA) by excretion of urine for a specified unit of time (e.g. one minute).","C100441","DTPACLR","Diethylene Triamine Pentaacetic Acid Clearance","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100441"
"5956","Diazepam","A measurement of the diazepam present in a biological specimen.","C75372","DZPM","Diazepam Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C75372"
"5957","E1S;Estrone 3-Sulfate;Estrone Sulfate","A measurement of the estrone sulfate in a biological specimen.","C163431","E1S","Estrone Sulfate Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C163431"
"5958","EAG;Estimated Average Glucose;Glucose, Estimated;Glucose, Estimated Average","A computed estimate of the blood glucose based on the value of the glycated hemoglobin","C142275","EAGLUC","Estimated Average Glucose Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C142275"
"5959","Eccentrocytes","A measurement of the eccentrocytes (erythrocytes in which the hemoglobin is localized to a particular portion of the cell, noticeable as localized staining) in a biological specimen.","C96598","ECCENTCY","Eccentrocyte Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C96598"
"5960","Ecarin Clotting Time","A measurement of the activity of thrombin inhibitors in a biological specimen based on the generation of meizothrombin.","C100422","ECT","Ecarin Clotting Time Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100422"
"5961","Endomysial Antibody;Endomysium Antibody","A measurement of the endomysial antibody in a biological specimen.","C163432","EDMAB","Endomysial Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C163432"
"5962","Endomysial IgA Antibody;Endomysium IgA Antibody","A measurement of the endomysial IgA antibody in a biological specimen.","C147334","EDMIGAAB","Endomysial IgA Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147334"
"5963","Eosinophil Protein-X;Eosinophil-Derived Neurotoxin;RAF3;Ribonuclease A Family Member 2","A measurement of the eosinophil-derived neurotoxin in a biological specimen.","C184644","EDN","Eosinophil-Derived Neurotoxin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184644"
"5964","EDTA Clearance","A measurement of the volume of serum or plasma that would be cleared of Ethylenediamine tetraacetic acid (EDTA) by excretion of urine for a specified unit of time (e.g. one minute).","C100440","EDTACLR","EDTA Clearance","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100440"
"5965","Epidermal Growth Factor","A measurement of the epidermal growth factor in a biological specimen.","C82009","EGF","Epidermal Growth Factor Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82009"
"5966","Epidermal Growth Factor Receptor;ERBB1;HER1","A measurement of the epidermal growth factor receptor in a biological specimen.","C112273","EGFR","Epidermal Growth Factor Receptor Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C112273"
"5967","Epidermal Growth Factor Receptor, Free","A measurement of the free (unbound) epidermal growth factor receptor in a biological specimen.","C181452","EGFRFR","Free Epidermal Growth Factor Receptor Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C181452"
"5968","Pancreatic Elastase 1","A measurement of the pancreatic elastase 1 in a biological specimen.","C82028","ELA1","Pancreatic Elastase Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82028"
"5969","Pancreatic Elastase 1, Polymorphonuclear","A measurement of the polymorphonuclear pancreatic elastase 1 in a biological specimen.","C82029","ELA1PMN","Polymorphonuclear Pancreatic Elastase Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82029"
"5970","Neutrophil Elastase","A measurement of the neutrophil elastase in a biological specimen.","C82026","ELA2","Neutrophil Elastase Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82026"
"5971","Neutrophil Elastase, Polymorphonuclear","A measurement of the polymorphonuclear neutrophil elastase in a biological specimen.","C82027","ELA2PMN","Polymorphonuclear Neutrophil Elastase Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82027"
"5972","Elliptocytes","A measurement of the elliptocytes (elliptically shaped cell with blunt ends and a long axis twice the length of its short axis) in a biological specimen.","C64549","ELLIPCY","Elliptocyte Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C64549"
"5973","Ethylamphetamine;Etilamfetamine;N-Ethylamphetamine","A measurement of the ethylamphetamine in a biological specimen.","C184555","EMA","Ethylamphetamine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184555"
"5974","Epith Neutrophil-Activating Peptide 78","A measurement of the epithelial neutrophil-activating peptide in a biological specimen.","C82010","ENA78","Epithelial Neutrophil-Activating Peptide 78 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82010"
"5975","Anti-ENA;Extractable Nuclear Antigen Antibody","A measurement of the extractable nuclear antigen antibody in a biological specimen.","C92270","ENAAB","Extractable Nuclear Antigen Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C92270"
"5976","Collagen Type XVIII Alpha 1 Chain;Endostatin","A measurement of the endostatin in a biological specimen.","C172509","ENDOSTN","Endostatin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C172509"
"5977","Endothelin-1","A measurement of the endothelin-1 in a biological specimen.","C82008","ENDOTH1","Endothelin-1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82008"
"5978","Extracell Newly Ident RAGE Bind Protein;S100 Calcium Binding Protein A12","A measurement of the extracellular newly identified RAGE (receptor for advanced glycation end products) binding protein in a biological specimen.","C82011","ENRAGE","Extracell Newly Ident RAGE Bind Protein Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82011"
"5979","Eosinophils","A measurement of the eosinophils in a biological specimen.","C64550","EOS","Eosinophil Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C64550"
"5980","Eosinophils Band Form","A measurement of the banded eosinophils in a biological specimen.","C114216","EOSB","Eosinophil Band Form Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C114216"
"5981","Eosinophils Band Form/Leukocytes","A relative measurement (ratio or percentage) of the banded eosinophils to leukocytes in a biological specimen.","C114217","EOSBLE","Eosinophil Band Form to Leukocyte Ratio","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C114217"
"5982","Eosinophils/Total Cells","A relative measurement (ratio or percentage) of the eosinophils to total cells in a biological specimen (for example a bone marrow specimen).","C98720","EOSCE","Eosinophils to Total Cell Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C98720"
"5983","Immature Eosinophils","A measurement of the immature eosinophils in a biological specimen.","C96673","EOSIM","Immature Eosinophil Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C96673"
"5984","Immature Eosinophils/Leukocytes","A relative measurement (ratio or percentage) of immature eosinophils to total leukocytes in a biological specimen.","C96674","EOSIMLE","Immature Eosinophil to Leukocyte Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C96674"
"5985","Eosinophils/Leukocytes","A relative measurement (ratio or percentage) of the eosinophils to leukocytes in a biological specimen.","C64604","EOSLE","Eosinophil to Leukocyte Ratio","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C64604"
"5986","Eosinophilic Metamyelocytes","A measurement of the eosinphilic metamyelocytes in a biological specimen.","C84819","EOSMM","Eosinophilic Metamyelocyte Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C84819"
"5987","Eosinophilic Myelocytes","A measurement of the eosinophilic myelocytes in a biological specimen.","C84821","EOSMYL","Eosinophilic Myelocyte Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C84821"
"5988","Eosinophilic Myelocytes/Lymphocytes","A relative measurement (ratio or percentage) of the eosinophilic myelocytes to lymphocytes in a biological specimen (for example a bone marrow specimen).","C181449","EOSMYLLY","Eosinophilic Myelocytes to Lymphocytes Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C181449"
"5989","Eosinophils/Non-Squam Epi Cells","A relative measurement (ratio or percentage) of the eosinophils to non-squamous epithelial cells in a biological specimen.","C135411","EOSNSQE","Eosinophils to Non-Squamous Epithelial Cells Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C135411"
"5990","Eosinophils/Nucleated Cells","A relative measurement (ratio or percentage) of eosinophils to nucleated cells in a biological specimen.","C150840","EOSNUCCE","Eosinophils to Nucleated Cells Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C150840"
"5991","Pseudo-Eosinophils","A measurement of the pseudo-eosinophils in a biological specimen.","C165958","EOSPSD","Pseudo-Eosinophil Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C165958"
"5992","Pseudo-Eosinophils/Leukocytes","A relative measurement (ratio or percentage) of the pseudo-eosinophils to the leukocytes in a biological specimen.","C165959","EOSPSDLE","Pseudo-Eosinophils to Leukocyte Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C165959"
"5993","Eosinophils, Segmented","A measurement of the segmented eosinophils in a biological specimen.","C135412","EOSSG","Segmented Eosinophil Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C135412"
"5994","Chemokine Ligand 11;Eotaxin-1","A measurement of the eotaxin-1 in a biological specimen.","C81952","EOTAXIN1","Eotaxin-1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81952"
"5995","Chemokine Ligand 24;Eotaxin-2","A measurement of the eotaxin-2 in a biological specimen.","C81953","EOTAXIN2","Eotaxin-2 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81953"
"5996","CCL26;Chemokine (C-C Motif) Ligand 26;Chemokine Ligand 26;Eotaxin-3","A measurement of the eotaxin-3 in a biological specimen.","C81954","EOTAXIN3","Eotaxin-3 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81954"
"5997","Ephedrine","A measurement of the ephedrine in a biological specimen.","C174296","EPHD","Ephedrine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C174296"
"5998","Epithelial Cells","A measurement of the epithelial cells in a biological specimen.","C64605","EPIC","Epithelial Cell Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C64605"
