"id","alt_label","definition","identifier","notation","pref_label","uri"
"7831","Gram per Kilogram;mg/g;Microgram per Milligram;Milligram per Gram;ug/mg","Grams (weight), divided by kilograms (weight) or micrograms (weight) per milligrams (weight).","C69104","g/kg","Gram per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C69104"
"7832","Gram per Kilogram per Day;mg/g/day;Milligram per Gram per Day","A dose administration rate unit equal to the rate at which one gram of a product per kilogram of body mass is delivered or administered over the period of one day. (NCI)","C66975","g/kg/day","Gram per Kilogram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C66975"
"7833","g/L;Gram per Liter;kg/m3;Kilogram per Cubic Meter;mg/mL;Microgram per Microliter;Milligram per Milliliter;ug/uL","A unit of concentration or mass density equal to one milligram of substance per milliliter of solution or one gram of substance per liter of solution.","C42576","g/L","Kilogram per Cubic Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42576"
"7834","Gram per Square Meter","A unit of area density defined as a spread rate at which one gram of a substance is spread over the area of one square meter. It is equal to approximately 0.029 4935 ounce per square yard. Also used as a dose calculation unit.(NCI)","C67282","g/m2","Gram per Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67282"
"7835","Gram per Square Meter per Day","A dose calculation unit expressed in gram(s) per square meter per period of time equal to twenty-four hours.","C73722","g/m2/day","Gram per Square Meter per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73722"
"7836","mg/mmol","A unit of mass commonly used to express the molar mass of a substance in gram(s) per mole. (NCI)","C73721","g/mol","Gram per Mole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73721"
"7837","","A unit of concentration or mass density equal to one gram of substance per unit(s) of substance.","C166099","g/U","Gram Per Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C166099"
"7838","Gram per Week","A unit of mass flow rate equal to one gram per week or a dose administration rate unit equal to the rate at which a gram of a product is delivered or administered over the time period of one week.","C89829","g/wk","Gram per Week","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C89829"
"7839","Gauss","The unit of magnetic flux density. A field of one Gauss exerts a force on a conductor, placed in the field of 0.1 dyne per Ampere of current per centimeter of conductor. One Gauss represents a magnetic flux of one Maxwell per square centimeter of cross-section perpendicular to the field. One Gauss equals 10-4 Tesla.(NCI)","C68915","Gauss","Gauss","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C68915"
"7840","Gigabecquerel","A unit of radioactivity equal to one billion nuclear disintegrations or other nuclear transformations per second, or to 1E9 Becquerels. (NCI)","C70513","GBq","Gigabecquerel","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70513"
"7841","GBq/g;Gigabecquerel per Gram;kBq/ug;Kilobecquerel per Microgram;MBq/mg;Megabecquerel per Milligram","A unit of specific radioactivity (massic activity) equal to activity of one gigabecquerel of the sample with total mass of one gram, or equal to activity of one megabecquerel of the sample with total mass of one milligram.","C70525","GBq/g","Gigabecquerel per Gram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70525"
"7842","Gigabecquerel per Milligram;MBq/mcg;MBq/ug;Megabecquerel per Microgram","A unit of specific radioactivity (massic activity) equal to activity of one gigabecquerel of the sample with total mass of one milligram.(NCI)","C70527","GBq/mg","Gigabecquerel per Milligram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70527"
"7843","GBq/mcg;Gigabecquerel per Microgram;MBq/ng;Megabecquerel per nanogram","A unit of specific radioactivity (massic activity) equal to activity of one gigabecquerel of the sample with total mass of one microgram.(NCI)","C70526","GBq/ug","Gigabecquerel per Microgram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70526"
"7844","GE;Genomic Equivalents","A unit defined as the number of whole organism genomes in a sample. (NCI)","C161493","genEq","Genomic Equivalents","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C161493"
"7845","GE/mL;Genomic Equivalents per Milliliter","A unit of concentration defined as the number of genomic equivalents per milliliter. (NCI)","C161492","genEq/mL","Genomic Equivalents per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C161492"
"7846","","A dosing measurement based on the globule unit.","C91803","GLOBULE","Globule Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C91803"
"7847","Geometric Mean Fluorescence Intensity Unit","A unit of measure for the geometric mean fluorescence intensity.","C163563","gMFI","Geometric Mean Fluorescence Intensity Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C163563"
"7848","","A unit for measuring potency of immunologically active substance in a product determined as reactivity in a glycoprotein enzyme-linked immunosorbent assay for particular antigen or antibody and expressed per unit volume equal to one milliliter.","C130190","gpELISA unit/mL","Glycoprotein-ELISA Unit Per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C130190"
"7849","[GPL'U];Immunoglobin G Phospholipid Units","A unit for semiquantitative measurement of IgG autoantibodies to proteins associated with negatively charged phospholipids evaluated against an established reference standard. (NCI)","C67347","GPL U","IgG Phospholipid Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67347"
"7850","Immunoglobin G Phospholipid Units per Milliliter","A unit for semiquantitative measurement of IgG autoantibodies to proteins associated with negatively charged phospholipids evaluated against an established reference standard, per unit of volume equal to one milliliter.","C117971","GPL U/mL","Immunoglobin G Phospholipid Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C117971"
"7851","Immunoglobin G Phosphatidylserine Units;Phosphatidylserine IgG Antibody Unit","A unit for semiquantitative measurement of IgG autoantibodies to proteins associated with phosphatidylserine evaluated against an established reference standard. (NCI)","C161497","GPS U","Phosphatidylserine IgG Antibody Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C161497"
"7852","Grain","A unit of mass derived from the weight of a grain and equal to one seven-thousandth of a pound, or 1/480 troy ounce, or 64.79891 milligrams. The original English grain unit based on the mass of a ripe grain barleycorn was larger the corresponding grain units of France and other European nations which were based on the weight of the smaller wheat grain.(NCI)","C48497","grain","Grain","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48497"
"7853","","A unit of acceleration expressed as a multiple of the force of gravity on earth (1 gravitational unit = 9.81m/s2).","C73772","Gravitational Unit","Unit of Gravity","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73772"
"7854","Metric Drop","A unit of volume equal to 0.05 milliliter (20 drops/ml).(NCI)","C48491","gtt","Metric Drop","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48491"
"7855","Gray","A unit of absorbed radiation dose. One gray is equal to an absorbed dose of one joule per kilogram of matter, or to 100 rads.(NCI)","C18063","Gy","Gray","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C18063"
"7856","Gray/Hour","A unit of absorbed radiation dose rate defined as the number of Grays per hour.","C158295","Gy/h","Gray per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C158295"
"7857","Gray/Minute","A unit of absorbed radiation dose rate defined as the number of Grays per minute.","C158296","Gy/min","Gray per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C158296"
"7858","","A unit of measure for the area under an effect curve (AUEC) defined as hours times percent.","C139131","h*%","Hour Times Percent","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C139131"
"7859","hours/week","A unit of measurement equal to the number of hours within a period of time equal to one week.","C170635","h/wk","Hours Per Week","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C170635"
"7860","Henry","A unit of electric inductance. A coil with an inductance of one Henry requires a flux of one Weber for each Ampere of induced current. If it is the current which changes, then the induced field will generate a potential difference within the coil: if the inductance is one Henry a current change of one Ampere per second generates a potential difference of one volt. The Henry is a large unit; inductances in practical circuits are measured in millihenrys or microhenrys.(NCI)","C42558","Henry","Henry","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42558"
"7861","Histamine Equivalent Prick Unit","Unit of measure of potency of allergenic product expressed as a number of histamine equivalent prick units.","C116232","HEP","Histamine Equivalent Prick Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C116232"
"7862","Homeopathic Dilution Unit","A dosing measurement based on the homeopathic dilution unit.(NCI)","C48498","HOMEOPATHIC DILUTION","Homeopathic Dilution Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48498"
"7863","HU","The unit of measure for the radiodensity of a substance. The radiodensity of distilled water at standard temperature and pressure is zero on the Hounsfield scale.","C94908","Hounsfield Unit","Hounsfield Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C94908"
"7864","h;Hours;hr","A unit of measurement of time equal to 60 minutes.","C25529","HOURS","Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C25529"
"7865","Hectopascal","A SI derived unit of pressure equivalent to one hundred pascals, 1 millibar or 0.0145 pounds per square inch.","C105487","hPa","Hectopascal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105487"
"7866","Hours per Day","A unit of measurement equal to the number of hours within a period of time equal to one day.","C176380","hr/day","Hour per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C176380"
"7867","Cycle per Second;cycle/sec;Hertz","A unit of frequency equal to one cycle per second.(NCI)","C42545","Hz","Hertz","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42545"
"7868","Hz/sec","A unit of frequency rate change defined as the number of Hertz per unit of time equal to one second.","C154854","Hz/s","Hertz Per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C154854"
"7869","Implant Dosing Unit","A dosing measurement based on the implant unit.(NCI)","C48499","IMPLANT","Implant Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48499"
"7870","Inch","A traditional unit of length equal to 2.54 centimeters. (NCI)","C48500","in","Inch","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48500"
"7871","Square Inch","A unit of area equal to the area of a square with sides of one inch. It is equal to 6.4516 square centimeters.(NCI)","C68871","in2","Square Inch","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C68871"
"7872","Inhalation Dosing Unit","A dosing measurement based on the inhalation unit.(NCI)","C48501","INHALATION","Inhalation Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48501"
"7873","IE;International Unit","The unitage assigned by the WHO (World Health Organization) to International Biological Standards - substances, classed as biological according to the criteria provided by WHO Expert Committee on Biological Standardization, to enable the results of biological and immunological assay procedures to be expressed in the same way throughout the world. The definition of an international unit is generally arbitrary and technical, and has to be officially approved by the International Conference for Unification of Formulae.(NCI)","C48579","IU","International Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48579"
"7874","","A unit of substance (biologic activity) flow rate equal to one international unit per day.","C85645","IU/day","International Unit per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C85645"
"7875","","Unit of arbitrary substance concentration (biologic activity concentration) defined as the concentration of one international unit per one deciliter of system volume.","C120848","IU/dL","International Unit per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C120848"
"7876","","A unit of concentration (biologic activity) equal to one international unit of substance per gram of hemoglobin.","C122207","IU/g Hb","International Unit per Gram Hemoglobin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122207"
"7877","International Unit per Gram","A unit of measure of quantity of substance per unit mass, expressed in terms of the International Unit per grams.(NCI)","C70493","IU/g","International Unit per Gram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70493"
"7878","IU/h","A unit of substance (biologic activity) flow rate equal to one international unit per hour.","C85646","IU/h","International Unit per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C85646"
"7879","International Unit per Kilogram","An arbitrary unit of substance content expressed in international units of biological activity per one kilogram of mass of the system. It is also used as a dose calculation unit expressed in international units of biological activity per one kilogram of body mass.(NCI)","C67379","IU/kg","International Unit per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67379"
"7880","International units per Kilogram per Hour","A dose calculation unit equal to one international unit (an arbitrary unit of biological activity) of a product per one kilogram of body mass administered per unit of time equal to one hour.(NCI)","C71209","IU/kg/h","International Unit per Kilogram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71209"
"7881","IE/L;International Unit per Liter;IU/L;mIU/mL","A unit of concentration (biologic activity) equal to one milli-international unit of substance per milliliter of solution or one international unit of substance per liter of solution.","C67376","IU/L","International Unit per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67376"
"7882","International Unit per Milligram","A unit of measure of quantity of substance per unit mass, expressed in terms of international units per milligram.","C67380","IU/mg","International Unit per Milligram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67380"
"7883","IE/mL;International Unit per Milliliter;Kilo International Unit per Liter;kIU/L","A unit of concentration (biologic activity) equal to one international unit of substance per milliliter of solution.","C67377","IU/mL","International Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67377"
